titulo,cidade_estado,autoria,ano,link_experiencia
O SERVIÇO DE EQUOTERAPIA COMO DISPOSITIVO DE REABILITAÇÃO NA REDE ASSISTENCIAL PÚBLICA DE SAÚDE NO MUNICÍPIO DE QUISSAMÃ/RJ.,Quissamã - RJ,DANILO CHAGAS MELCHIADES GOMES,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/961_o-servico-de-equoterapia-como-dispositivo-de-reabilitacao-na-rede-assistencial-publica-de-saude-no-municipio-de-quissama-rj
SAÚDE LÚDICA,Três Rios - RJ,VALBER MORAES GARCIA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/980_saude-ludica
GRUPO OFICINA DA MEMÓRIA,Acari - RN,ROSEANE CAMPOS DA FONSECA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/718_grupo-oficina-da-memoria
C&D CRIATIVO COMO ESTRATÉGIA MULTIPROFISSIONAL PARA O CUIDADO NO MUNICÍPIO DE APODI-RN: RELATO DE EXPERIÊNCIA.,Apodi - RN,Thallita Monalisa Sizenando Souza Lima,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/711_c-d-criativo-como-estrategia-multiprofissional-para-o-cuidado-no-municipio-de-apodi-rn-relato-de-experiencia
REORGANIZAÇÃO DA ASSISTÊNCIA FARMACÊUTICA NO MUNICÍPIO DE CAICÓ/RN.,Caicó - RN,REDIANNE MEDEIROS DA FONSÊCA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/713_reorganizacao-da-assistencia-farmaceutica-no-municipio-de-caico-rn
"INVESTIGAÇÃO DE CASO DE EPIZOOTIA: CONTATO COM MORCEGO INFECTADO COM VÍRUS DA RAIVA, EM ZONA URBANA DE CANGUARETAMA/RN.",Canguaretama - RN,Emanuelle Kalyne Barbosa Spencel Teixeira,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/709_investigacao-de-caso-de-epizootia-contato-com-morcego-infectado-com-virus-da-raiva-em-zona-urbana-de-canguaretama-rn
VIVÊNCIAS DE PROFISSIONAIS DA ESF E NASF EM UMA ABORDAGEM MULTIPROFISSIONAL NO COMBATE AO TABAGISMO NO MUNICÍPIO DE CARAÚBAS: UMA EXPERIÊNCIA EXITOSA,Caraúbas - RN,Eva Jordana de Oliveira Dutra,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/692_vivencias-de-profissionais-da-esf-e-nasf-em-uma-abordagem-multiprofissional-no-combate-ao-tabagismo-no-municipio-de-caraubas-uma-experiencia-exitosa
AS PRÁTICAS INTEGRATIVAS E COMPLEMENTARES NO CUIDADO INTEGRAL PARA OS USUÁRIOS COM DOR CRÔNICA.,Cerro Corá - RN,CLEO LAURENCE DANTAS DA COSTA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/693_as-praticas-integrativas-e-complementares-no-cuidado-integral-para-os-usuarios-com-dor-cronica
PROMOVENDO SAÚDE E ESPALHANDO SORRISOS - A ATUAÇÃO DE UMA EQUIPE DE SAÚDE BUCAL EM VISITAS DOMICILIARES NO MUNICÍPIO DE CURRAIS NOVOS/RIO GRANDE DO NORTE,Currais Novos - RN,Hanna Isa de Oliveira Bezerra,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/702_promovendo-saude-e-espalhando-sorrisos-a-atuacao-de-uma-equipe-de-saude-bucal-em-visitas-domiciliares-no-municipio-de-currais-novos-rio-grande-do-norte
UPSAÚDE APLICATIVO – SOLUÇÃO DE IMPACTO NA REDE DE SAÚDE,Currais Novos - RN,RODOLFO ARAGÃO DE LIRA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/701_upsaude-aplicativo-solucao-de-impacto-na-rede-de-saude
EDUCAÇÃO PERMANENTE PARA PROFISSIONAIS DA ATENÇÃO BÁSICA: UM RELATO DE EXPERIÊNCIA NO MUNICÍPIO DE DOUTOR SEVERIANO – RN,Doutor Severiano - RN,THAÍS EMMANUELLE SILVA SANTIAGO DE AZEVEDO,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/719_educacao-permanente-para-profissionais-da-atencao-basica-um-relato-de-experiencia-no-municipio-de-doutor-severiano-rn
"INFECÇÕES SEXUALMENTE TRASMISSÍVEIS NA ESCOLA: INFORMAR, TESTAR, TRATAR.",Jucurutu - RN,Túlio César Vieira de Araújo,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/706_infeccoes-sexualmente-trasmissiveis-na-escola-informar-testar-tratar
SAÚDE DO TRABALHADOR DIA E NOITE.,Lajes - RN,,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/710_saude-do-trabalhador-dia-e-noite
PLANEJAMENTO ESTRATÉGICO COM FOCO NA GOVERNABILIDADE,Macaíba - RN,Patrícia Emannuely de Paula Souza,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/717_planejamento-estrategico-com-foco-na-governabilidade
O CONTROLE SOCIAL POTENCIALIZANDO A GESTÃO DA UNIDADE DE SAÚDE DA FAMÍLIA DE BAIRRO NORDESTE POR MEIO DO CONSELHO LOCAL DE SAÚDE.,Natal - RN,Wanderson Soares da Silva,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/712_o-controle-social-potencializando-a-gestao-da-unidade-de-saude-da-familia-de-bairro-nordeste-por-meio-do-conselho-local-de-saude
ACESSO AVANÇADO NA UBS NOVO HORIZONTE: PROCESSO DE IMPLANTAÇÃO E RESULTADOS.,Natal - RN,HUGO DIÓGENES SOUZA BEZERRA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/704_acesso-avancado-na-ubs-novo-horizonte-processo-de-implantacao-e-resultados
A ATUAÇÃO DA EQUIPE DE SAÚDE PRISIONAL NA PENITENCIÁRIA ESTADUAL DE ALCAÇUZ: UM RELATO DE EXEPRIÊNCIA,Nísia Floresta - RN,João Wellton de Azevedo Henrique Júnior,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/705_a-atuacao-da-equipe-de-saude-prisional-na-penitenciaria-estadual-de-alcacuz-um-relato-de-exepriencia
GRUPO DE ENFRENTAMENTO AO SOBREPESO E À OBESIDADE NO MUNICÍPIO DE SERRA NEGRA DO NORTE/RN,Serra Negra do Norte - RN,ISABELLI CLÁUDIA DO NASCIMENTO ARANHA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/703_grupo-de-enfrentamento-ao-sobrepeso-e-a-obesidade-no-municipio-de-serra-negra-do-norte-rn
DESBRAVANDO AS TRILHAS DA IMPLANTAÇÃO DAS PRÁTICAS INTEGRATIVAS E COMPLEMENTARES NO MUNICÍPIO DE SÃO PAULO DO POTENGI-RN,São Paulo do Potengi - RN,Renata Fonsêca Sousa de Oliveira,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/715_desbravando-as-trilhas-da-implantacao-das-praticas-integrativas-e-complementares-no-municipio-de-sao-paulo-do-potengi-rn
A QUALIFICAÇÃO DA ATENÇÃO DE PRÉ-NATAL NO MUNICÍPIO DE BURITIS/RO: AMPLIANDO E QUALIFICANDO AS AÇÕES DE VIGILÂNCIA E TRATAMENTO DA SÍFILIS,Buritis - RO,Fernando da Silva Pinto,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1068_a-qualificacao-da-atencao-de-pre-natal-no-municipio-de-buritis-ro-ampliando-e-qualificando-as-acoes-de-vigilancia-e-tratamento-da-sifilis
"O ENCONTRO COMO ESTRATÉGIA DE FORTALECIMENTO DA REDE DE ATENÇÃO PSICOSSOCIAL: CONECTANDO E MOBILIZANDO FLUXOS NOS DIFERENTES PONTOS DA ATENÇÃO BÁSICA NO VALE DO JAMARI, RONDÔNIA.",Machadinho D'Oeste - RO,LUANA PATRICIA CASTOR CUNHA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1085_o-encontro-como-estrategia-de-fortalecimento-da-rede-de-atencao-psicossocial-conectando-e-mobilizando-fluxos-nos-diferentes-pontos-da-atencao-basica-no-vale-do-jamari-rondonia
TERRITORIALIZAÇÃO E EXPANSÃO DO ACESSO NA ATENÇÃO BÁSICA EM PIMENTA BUENO: REDUÇÃO DE NOVE PARA DUAS ÁREAS DESCOBERTAS PELOS AGENTES COMUNITÁRIOS DE SAÚDE – ACS,Pimenta Bueno - RO,GRACIELEN CRISTINA MILOMES ALVES,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1082_territorializacao-e-expansao-do-acesso-na-atencao-basica-em-pimenta-bueno-reducao-de-nove-para-duas-areas-descobertas-pelos-agentes-comunitarios-de-saude-acs
O SARAMPO “NAVEGOU” PELO RIO MADEIRA E “PAROU” EM PORTO VELHO: RELATANDO A EXPERIÊNCIA DA VIGILÂNCIA EM SAÚDE DO MUNICÍPIO.,Porto Velho - RO,DANIELE SILVA DE SOUZA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1149_o-sarampo-navegou-pelo-rio-madeira-e-parou-em-porto-velho-relatando-a-experiencia-da-vigilancia-em-saude-do-municipio
CUIDADO DE ENFERMAGEM AOS PORTADORES DE DIABETES COM “PÉS DIABÉTICOS” EM EQUIPE DE ESTRATÉGIA SAÚDE DA FAMÍLIA RELATO DE EXPERIÊNCIA,Presidente Médici - RO,CLEODON DA COSTA CARVALHO,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1061_cuidado-de-enfermagem-aos-portadores-de-diabetes-com-pes-diabeticos-em-equipe-de-estrategia-saude-da-familia-relato-de-experiencia
A IMPORTÂNCIA DAS AÇÕES DE SAÚDE BUCAL DESDE A PRIMEIRA INFÂNCIA. RELATO DE EXPERIÊNCIA,Presidente Médici - RO,MARIA CECÍLIA SIMÕES SILVA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1063_a-importancia-das-acoes-de-saude-bucal-desde-a-primeira-infancia-relato-de-experiencia
ENFRENTAMENTO DO SURTO DE SARAMPO NO MUNICÍPIO DE BOA VISTA: UMA EXPERIÊNCIA QUE DEMONSTROU O QUANTO É POSSÍVEL A INTEGRAÇÃO ENTRE ATENÇÃO BÁSICA E VIGILÂNCIA EM SAÚDE.,Boa Vista - RR,ROBERTA NOGUEIRA CALANDRINI DE AZEVEDO,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/708_enfrentamento-do-surto-de-sarampo-no-municipio-de-boa-vista-uma-experiencia-que-demonstrou-o-quanto-e-possivel-a-integracao-entre-atencao-basica-e-vigilancia-em-saude
A IMPLANTAÇÃO DA OFERTA NACIONAL DE TELEDIAGNÓSTICO (ONTD) QUALIFICANDO OS SERVIÇOS NAS UNIDADES BÁSICAS DE SAÚDE (UBS) DO MUNICÍPIO DE BONFIM/ RR.,Bonfim - RR,Valquiria Brito Waismann Tatayra,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/707_a-implantacao-da-oferta-nacional-de-telediagnostico-ontd-qualificando-os-servicos-nas-unidades-basicas-de-saude-ubs-do-municipio-de-bonfim-rr
DESAFIOS PARA MANUTENÇÃO DO VÍNCULO E DA CO-REPSONSABILIZAÇÃO FRENTE A AUSÊNCIA DO PROFISSIONAL MÉDICO – A EQUIPE MULTIPROFISSIONAL DE SAÚDE SENDO A REFERÊNCIA DE CUIDADO EM SAÚDE,Aceguá - RS,ROSANE GEHLING REIMCHE,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/927_desafios-para-manutencao-do-vinculo-e-da-co-repsonsabilizacao-frente-a-ausencia-do-profissional-medico-a-equipe-multiprofissional-de-saude-sendo-a-referencia-de-cuidado-em-saude
O DESAFIO DE ACOLHER E INCORPORAR A POPULAÇÃO MASCULINA ÀS AÇÕES E SERVIÇOS DA ATENÇÃO BÁSICA – UMA BUSCA POR MELHORES INDICADORES E POR UM UPGRADE NA QUALIDADE DE VIDA,Aceguá - RS,CARLA DIAS DUTRA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/939_o-desafio-de-acolher-e-incorporar-a-populacao-masculina-as-acoes-e-servicos-da-atencao-basica-uma-busca-por-melhores-indicadores-e-por-um-upgrade-na-qualidade-de-vida
A (IN) VISIBILIDADE DA PERDA AUDITIVA INDUZIDA POR RUÍDO (PAIR) NA 7ª COORDENADORIA REGIONAL DE SAÚDE,Bagé - RS,LORAINE DA ROSA MACHADO,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/931_a-in-visibilidade-da-perda-auditiva-induzida-por-ruido-pair-na-7a-coordenadoria-regional-de-saude
PRÉ – NATAL MASCULINO COMO FORMA ESTRATÉGICA DE ACESSO E ACOLHIMENTO DO HOMEM NA ATENÇÃO BÁSICA,Boa Vista do Buricá - RS,MARIELI CRISTIANE CENTA FIN,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/867_pre-natal-masculino-como-forma-estrategica-de-acesso-e-acolhimento-do-homem-na-atencao-basica
A IMPLANTAÇÃO E MANUTENÇÃO DE UM SISTEMA DE INFORMAÇÃO NA GESTÃO PÚBLICA: DESAFIOS DA INFORMATIZAÇÃO NA SAÚDE,Camaquã - RS,Taise Rossler dos Santos,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/938_a-implantacao-e-manutencao-de-um-sistema-de-informacao-na-gestao-publica-desafios-da-informatizacao-na-saude
PRAÇA DOS DIREITOS,Camargo - RS,JEANICE DE FREITAS FERNANDES,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/908_praca-dos-direitos
PROGRAMA SAÚDE NA ESCOLA: A IMPORTÂNCIA DA FONOAUDIOLOGIA NO ÂMBITO EDUCACIONAL DO MUNICÍPIO DE COQUEIROS DO SUL.,Coqueiros do Sul - RS,Ariane Pinheiro Gonçalves,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/870_programa-saude-na-escola-a-importancia-da-fonoaudiologia-no-ambito-educacional-do-municipio-de-coqueiros-do-sul
HIPERDIA EM AÇÃO NAS COMUNIDADES: ESTRATÉGIAS PARA MELHORAR A QUALIDADE DE VIDA DOS CIDADÃOS COQUEIRENSES.,Coqueiros do Sul - RS,Marinês Aparecida Alt Toledo,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/925_hiperdia-em-acao-nas-comunidades-estrategias-para-melhorar-a-qualidade-de-vida-dos-cidadaos-coqueirenses
O TRABALHO EM REDE COMO PROPULSOR DA ATENÇÃO INTEGRAL À SAÚDE DA PESSOA COM DEFICIÊNCIA.,Frederico Westphalen - RS,Elizabet Pazetto dos Anjos,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/885_o-trabalho-em-rede-como-propulsor-da-atencao-integral-a-saude-da-pessoa-com-deficiencia
RELATO DE EXPERIENCIA DA IMPLANTAÇAO DO PRIMEIRO NUMESC (NÚCLEO MUNICIPAL DE EDUCAÇÃO EM SAÚDE COLETIVA) DA 18º CRS,Imbé - RS,Milene Pinheiro Machado,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1025_relato-de-experiencia-da-implantacao-do-primeiro-numesc-nucleo-municipal-de-educacao-em-saude-coletiva-da-18o-crs
LIAN GONG (SÉRIE ANTERIOR) – ESF MOINHOS PROMOVENDO SAÚDE!,Lajeado - RS,Gladis Schneider Satiq,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/896_lian-gong-serie-anterior-esf-moinhos-promovendo-saude
A ATUAÇÃO DA 18ª COORDENADORIA REGIONAL DE SAÚDE NA PLANIFICAÇÃO DA ATENÇÃO DA SAÚDE NO ESTADO DO RIO GRANDE DO SUL,Osório - RS,EMERSON BORBA ALVES,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/886_a-atuacao-da-18a-coordenadoria-regional-de-saude-na-planificacao-da-atencao-da-saude-no-estado-do-rio-grande-do-sul
APLICATIVO DE AMAMENTAÇÃO E DESENVOLVIMENTO INFANTIL CRIADO PELO NASF OSÓRIO EM PARCERIA COM INSTITUTO FEDERAL DO RIO GRANDE DO SUL,Osório - RS,Viviane Iara Heckler,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/862_aplicativo-de-amamentacao-e-desenvolvimento-infantil-criado-pelo-nasf-osorio-em-parceria-com-instituto-federal-do-rio-grande-do-sul
A ATUAÇÃO DO CONSELHO LOCAL DE SAÚDE NA GESTÃO DA ESTRATÉGIA DE SAÚDE DA FAMÍLIA.,Palmeira das Missões - RS,MICHELE HUBNER,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/899_a-atuacao-do-conselho-local-de-saude-na-gestao-da-estrategia-de-saude-da-familia
TRANSTORNO MENTAL RELACIONADO AO TRABALHO: A IMPORTÂNCIA DA ESCUTA PARA PLANEJAMENTO E EXECUÇÃO DE AÇÕES NO CENTRO REGIONAL DE REFERÊNCIA EM SAÚDE DO TRABALHADOR CEREST MACRONORTE,Palmeira das Missões - RS,Cláudia Beux dos Santos Roduyt da Rosa,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/928_transtorno-mental-relacionado-ao-trabalho-a-importancia-da-escuta-para-planejamento-e-execucao-de-acoes-no-centro-regional-de-referencia-em-saude-do-trabalhador-cerest-macronorte
COAPES COMO FERRAMENTA PARA FORTALECER OS PROCESSOS EDUCATIVOS NA ATENÇAO BASICA,Passo Fundo - RS,Carla Beatrice Crivellaro Gonçalves,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/945_coapes-como-ferramenta-para-fortalecer-os-processos-educativos-na-atencao-basica
"ACOLHIMENTO REFERENCIADO DE ADOLESCENTES NA ATENÇÃO BÁSICA, CONSIDERANDO O DIREITO DE ACESSO À SAÚDE",Pelotas - RS,JACQUELINE DA SILVA DUTRA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/904_acolhimento-referenciado-de-adolescentes-na-atencao-basica-considerando-o-direito-de-acesso-a-saude
POPULAÇÃO TRANSEXUAL DO MUNICÍPIO DE PELOTAS: EXPERIÊNCIA DO GRUPO MULTIPROFISSIONAL.,Pelotas - RS,Bianca Medeiros da Silveira,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/924_populacao-transexual-do-municipio-de-pelotas-experiencia-do-grupo-multiprofissional
ARTECON P: UMA CONQUISTA INTERSETORIAL,Pelotas - RS,LEANDRO LEITZKE THUROW,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/940_artecon-p-uma-conquista-intersetorial
IMPLEMENTAÇAO DE SERVIÇOS FARMACEUTICOS A PACIENTES COM ASMA EM PRONTO ATENDIMENTOS DE PORTO ALEGRE,Porto Alegre - RS,Leonel Augusto Morais Almeida,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/933_implementacao-de-servicos-farmaceuticos-a-pacientes-com-asma-em-pronto-atendimentos-de-porto-alegre
PROJETO DE REESTRUTURAÇÃO DOS RECURSOS HUMANOS DA ASSISTÊNCIA FARMACÊUTICA,Porto Alegre - RS,Leonel Augusto Morais Almeida,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/929_projeto-de-reestruturacao-dos-recursos-humanos-da-assistencia-farmaceutica
CUIDADOS PALIATIVOS NA ATENÇAO PRIMARIA: EXPERIENCIA DO PROJETO ESTAR AO SEU LADO NA ESTRATEGIA DA SAUDE DA FAMILIA DO MUNICIPIO DE RIO GRANDE.,Rio Grande - RS,Santiago Rodríguez Corrêa,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/936_cuidados-paliativos-na-atencao-primaria-experiencia-do-projeto-estar-ao-seu-lado-na-estrategia-da-saude-da-familia-do-municipio-de-rio-grande
LEI MUNICIPAL Nº 7438/2013: A VIGILÂNCIA SANITÁRIA NA CONSTRUÇÃO E INSPEÇÃO DOS ESTABELECIMENTOS RESIDENCIAIS TERAPÊUTICOS NO MUNICÍPIO DE RIO GRANDE – RS,Rio Grande - RS,Antônio César Corrêa,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/859_lei-municipal-no-7438-2013-a-vigilancia-sanitaria-na-construcao-e-inspecao-dos-estabelecimentos-residenciais-terapeuticos-no-municipio-de-rio-grande-rs
A AURICULOTERAPIA NA REMODELAGEM DAS PRÁTICAS DO SUS,Rio Grande - RS,CARLIUZA ORIENTE LUNA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/880_a-auriculoterapia-na-remodelagem-das-praticas-do-sus
SAÚDE PRISIONAL: UMA POSSIBILIDADE EXITOSA NO ÂMBITO DO SUS,Rio Grande - RS,Edilon da Matta Talaier,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/910_saude-prisional-uma-possibilidade-exitosa-no-ambito-do-sus
NA RUA POR ELES E ELAS NA PROMOÇÃO E PREVENÇÃO,Rio Grande - RS,Denise Duarte Grafulha da Costa,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/941_na-rua-por-eles-e-elas-na-promocao-e-prevencao
"O COMITÊ DE PREVENÇÃO AO ÓBITO MATERNO, INFANTIL E FETAL COMO POTENCIALIZADOR DA VIGILÂNCIA E INTERVENÇÕES EM SAÚDE NA 28ª REGIÃO DE SAÚDE DO RIO GRANDE DO SUL",Santa Cruz do Sul - RS,Louana Theisen,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/888_o-comite-de-prevencao-ao-obito-materno-infantil-e-fetal-como-potencializador-da-vigilancia-e-intervencoes-em-saude-na-28a-regiao-de-saude-do-rio-grande-do-sul
PROMOVENDO A SAÚDE E A SEGURANÇA DO TRABALHADOR RURAL FRENTE AO USO DE AGROTÓXICOS EM UM MUNICÍPIO DO INTERIOR DO RIO GRANDE DO SUL,Santo Antônio do Planalto - RS,GUSTAVO KASPERBAUER,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/839_promovendo-a-saude-e-a-seguranca-do-trabalhador-rural-frente-ao-uso-de-agrotoxicos-em-um-municipio-do-interior-do-rio-grande-do-sul
MAMÃE SEBERIENSE: GRUPO DE GESTANTES REALIZADO NA ATENÇÃO BÁSICA NO MUNICÍPIO DE SEBERI RIO GRANDE DO SUL.,Seberi - RS,Gracielli Ana Miotto Fiametti,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/887_mamae-seberiense-grupo-de-gestantes-realizado-na-atencao-basica-no-municipio-de-seberi-rio-grande-do-sul
COMPARTILHANDO A DIABETES TIPO I,Serafina Corrêa - RS,Marla Regina Pavoni Gallina,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/934_compartilhando-a-diabetes-tipo-i
EDUCAÇÃO EM SAÚDE ENTRE FRONTEIRAS DO MERCOSUL COMO FONTE DE RASTREAMENTO E PREVENÇÃO DE INFECÇÕES SEXUALMENTE TRANSMISSÍVEIS,São Borja - RS,LUCILE MEIRE FELIX,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/937_educacao-em-saude-entre-fronteiras-do-mercosul-como-fonte-de-rastreamento-e-prevencao-de-infeccoes-sexualmente-transmissiveis
INTEGRAÇÃO ENTRE ATENÇÃO BÁSICA E VIGILÂNCIA EM SAÚDE NA PREVENÇÃO DO MOSQUITO AEDES AEGYPTI,Tapejara - RS,Amanda Cristina Negri,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/963_integracao-entre-atencao-basica-e-vigilancia-em-saude-na-prevencao-do-mosquito-aedes-aegypti
A IMPORTÂNCIA DA EDUCAÇÃO AMBIENTAL EM SAÚDE NA QUALIDADE DE ÁGUA PARA CONSUMO HUMANO NO MEIO RURAL,Tapejara - RS,Amanda Cristina Negri,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/865_a-importancia-da-educacao-ambiental-em-saude-na-qualidade-de-agua-para-consumo-humano-no-meio-rural
"ESCALA DE RISCO FAMILIAR: UMA FERRAMENTA DE QUALIFICAÇAO DO PROCESSO DE TRABALHO UTILIZADA NA UNIDADE LABORATORIO DA PLANIFICAÇAO DA ATENÇAO A SAUDE, TRES CACHOEIRAS, RS.",Três Cachoeiras - RS,Valquíria Costa Correa,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/875_escala-de-risco-familiar-uma-ferramenta-de-qualificacao-do-processo-de-trabalho-utilizada-na-unidade-laboratorio-da-planificacao-da-atencao-a-saude-tres-cachoeiras-rs
PROJETO DORMIR E SONHAR EVITA MEDICAR: A GESTÃO CLÍNICA DO MEDICAMENTO COM ÊNFASE NA SAÚDE HOLÍSTICA PARA A CONTRIBUIÇÃO DO USO RACIONAL E DESPRESCRIÇÃO DE BENZODIAZEPÍNICOS.,Vera Cruz - RS,FLÁVIA BRASIL DIAS,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/906_projeto-dormir-e-sonhar-evita-medicar-a-gestao-clinica-do-medicamento-com-enfase-na-saude-holistica-para-a-contribuicao-do-uso-racional-e-desprescricao-de-benzodiazepinicos
IMPLEMENTAÇÃO DA REGULAÇÃO EM SAÚDE EM UM MUNICÍPIO DE PEQUENO PORTE: UM RELATO DE EXPERIÊNCIA,Vera Cruz - RS,BIANCA MOSSMANN GHIGNATTI,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/850_implementacao-da-regulacao-em-saude-em-um-municipio-de-pequeno-porte-um-relato-de-experiencia
CAMINHOS PARA PROTEÇÃO – PREVENÇÃO DE VIOLÊNCIA SEXUAL NA INFÂNCIA,Arabutã - SC,MÁRCIA ELISA SCHEER,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1119_caminhos-para-protecao-prevencao-de-violencia-sexual-na-infancia
"TRAJETÓRIA DE IMPLANTAÇÃO DA RESIDÊNCIA EM MEDICINA DE FAMÍLIA E COMUNIDADE, MUNICÍPIO DE PEQUENO PORTE NO INTERIOR DE SC: BENEDITO NOVO CENÁRIO DE PRÁTICA ENSINO-SERVIÇO NO SUS.",Benedito Novo - SC,JAQUELINE FERRAREIS MENEGASSO,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1065_trajetoria-de-implantacao-da-residencia-em-medicina-de-familia-e-comunidade-municipio-de-pequeno-porte-no-interior-de-sc-benedito-novo-cenario-de-pratica-ensino-servico-no-sus
ESTRATÉGIA INOVADORA DE GESTÃO COMPARTILHADA NA IMPLANTAÇÃO DAS PRÁTICAS INTEGRATIVAS E COMPLEMENTARES AO SUS NO MUNICÍPIO DE BRAÇO DO NORTE SANTA CATARINA,Braço do Norte - SC,Eliane Cristina Martins,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1146_estrategia-inovadora-de-gestao-compartilhada-na-implantacao-das-praticas-integrativas-e-complementares-ao-sus-no-municipio-de-braco-do-norte-santa-catarina
INTERDISCIPLINARIDADE: GARANTINDO A INTEGRALIDADE DO CUIDADO COM GRUPOS DE CESSAÇÃO DE TABAGISMO NO MUNICÍPIO DE CONCÓRDIA – SC,Concórdia - SC,Géssica Regina Borgmann,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1140_interdisciplinaridade-garantindo-a-integralidade-do-cuidado-com-grupos-de-cessacao-de-tabagismo-no-municipio-de-concordia-sc
